criterion,max_depth,min_samples_split,min_samples_leaf,max_features,accuracy,precision,recall,f1,mcc,preparationTime
gini,10,5,2,None,0.8333333333333334,0.8441919191919192,0.8444444444444444,0.8316900093370683,0.6876627092792106,0.5350755077773809
gini,10,10,2,None,0.8444444444444444,0.8636363636363636,0.8444444444444444,0.8408403361344539,0.7107156768180869,0.5350756088879683
gini,10,5,5,None,0.8444444444444444,0.8772727272727273,0.8222222222222223,0.8322689075630253,0.7114525059761695,0.5350756677773056
gini,10,10,5,None,0.8444444444444444,0.8772727272727273,0.8222222222222223,0.8322689075630253,0.7114525059761695,0.5350757099998494
gini,10,5,2,sqrt,0.7666666666666666,0.9492063492063492,0.5777777777777777,0.697008547008547,0.5902296223101028,0.5350757544433388
gini,10,10,2,sqrt,0.7555555555555555,0.8518831168831168,0.6444444444444444,0.7120685197155785,0.5434105690877582,0.5350757966658825
gini,10,5,5,sqrt,0.8,0.8168831168831169,0.7999999999999999,0.8007894736842104,0.6110727577127479,0.5350758377773066
gini,10,10,5,sqrt,0.8,0.8168831168831169,0.7999999999999999,0.8007894736842104,0.6110727577127479,0.5350758822220895
gini,10,5,2,log2,0.7,0.6623376623376623,0.5777777777777777,0.5930769230769231,0.400279101136617,0.5350759244433397
gini,10,10,2,log2,0.6888888888888889,0.6623376623376623,0.5777777777777777,0.5930769230769231,0.37807554802522886,0.5350759633325247
gini,10,5,5,log2,0.5111111111111112,0.7184065934065933,0.4,0.3492676121832132,0.016076058085352608,0.5350760044439489
gini,10,10,5,log2,0.5111111111111112,0.7184065934065933,0.4,0.3492676121832132,0.016076058085352608,0.5350760466664926
gini,20,5,2,None,0.8333333333333334,0.8441919191919192,0.8444444444444444,0.8316900093370683,0.6876627092792106,0.5350760844432645
gini,20,10,2,None,0.8444444444444444,0.8636363636363636,0.8444444444444444,0.8408403361344539,0.7107156768180869,0.5350761244435691
gini,20,5,5,None,0.8444444444444444,0.8772727272727273,0.8222222222222223,0.8322689075630253,0.7114525059761695,0.5350761644438737
gini,20,10,5,None,0.8444444444444444,0.8772727272727273,0.8222222222222223,0.8322689075630253,0.7114525059761695,0.5350762055552979
gini,20,5,2,sqrt,0.7666666666666666,0.9492063492063492,0.5777777777777777,0.697008547008547,0.5902296223101028,0.5350762466654285
gini,20,10,2,sqrt,0.7555555555555555,0.8518831168831168,0.6444444444444444,0.7120685197155785,0.5434105690877582,0.5350762911102114
gini,20,5,5,sqrt,0.8,0.8168831168831169,0.7999999999999999,0.8007894736842104,0.6110727577127479,0.5350763311105159
gini,20,10,5,sqrt,0.8,0.8168831168831169,0.7999999999999999,0.8007894736842104,0.6110727577127479,0.535076369999701
gini,20,5,2,log2,0.7,0.665909090909091,0.6,0.6077828054298642,0.3982790502155783,0.5350764100000055
gini,20,10,2,log2,0.6888888888888889,0.6623376623376623,0.5777777777777777,0.5930769230769231,0.37807554802522886,0.5350764533323753
gini,20,5,5,log2,0.5111111111111112,0.7184065934065933,0.4,0.3492676121832132,0.016076058085352608,0.5350764922215603
gini,20,10,5,log2,0.5111111111111112,0.7184065934065933,0.4,0.3492676121832132,0.016076058085352608,0.5350765311107454
gini,30,5,2,None,0.8333333333333334,0.8441919191919192,0.8444444444444444,0.8316900093370683,0.6876627092792106,0.5350765677776912
gini,30,10,2,None,0.8444444444444444,0.8636363636363636,0.8444444444444444,0.8408403361344539,0.7107156768180869,0.5350766077767023
gini,30,5,5,None,0.8444444444444444,0.8772727272727273,0.8222222222222223,0.8322689075630253,0.7114525059761695,0.535076649999246
gini,30,10,5,None,0.8444444444444444,0.8772727272727273,0.8222222222222223,0.8322689075630253,0.7114525059761695,0.5350766911106701
gini,30,5,2,sqrt,0.7666666666666666,0.9492063492063492,0.5777777777777777,0.697008547008547,0.5902296223101028,0.5350767288887356
gini,30,10,2,sqrt,0.7555555555555555,0.8518831168831168,0.6444444444444444,0.7120685197155785,0.5434105690877582,0.535076765554388
gini,30,5,5,sqrt,0.8,0.8168831168831169,0.7999999999999999,0.8007894736842104,0.6110727577127479,0.535076804443573
gini,30,10,5,sqrt,0.8,0.8168831168831169,0.7999999999999999,0.8007894736842104,0.6110727577127479,0.5350768411105188
gini,30,5,2,log2,0.7,0.665909090909091,0.6,0.6077828054298642,0.3982790502155783,0.5350768777774647
gini,30,10,2,log2,0.6888888888888889,0.6623376623376623,0.5777777777777777,0.5930769230769231,0.37807554802522886,0.5350769122221715
gini,30,5,5,log2,0.5111111111111112,0.7184065934065933,0.4,0.3492676121832132,0.016076058085352608,0.5350769544434216
gini,30,10,5,log2,0.5111111111111112,0.7184065934065933,0.4,0.3492676121832132,0.016076058085352608,0.5350769911103674
entropy,10,5,2,None,0.8666666666666666,0.8977777777777778,0.8444444444444443,0.8628551771585828,0.744190507292823,0.5350770288884329
entropy,10,10,2,None,0.8666666666666666,0.8977777777777778,0.8444444444444443,0.8628551771585828,0.744190507292823,0.535077069999857
entropy,10,5,5,None,0.888888888888889,0.9384615384615385,0.8666666666666668,0.8829640947288006,0.8058403455783832,0.535077107776629
entropy,10,10,5,None,0.888888888888889,0.9384615384615385,0.8666666666666668,0.8829640947288006,0.8058403455783832,0.5350771466658141
entropy,10,5,2,sqrt,0.7333333333333334,0.8305555555555555,0.6,0.6833383609854198,0.4936010427633777,0.5350771922217165
entropy,10,10,2,sqrt,0.7333333333333334,0.7805555555555556,0.6444444444444444,0.701437908496732,0.47613926509839966,0.5350772311109014
entropy,10,5,5,sqrt,0.8111111111111111,0.8400000000000001,0.8222222222222222,0.8171254543007134,0.6487380375680756,0.5350772744432712
entropy,10,10,5,sqrt,0.8111111111111111,0.8400000000000001,0.8222222222222222,0.8171254543007134,0.6487380375680756,0.5350773144435759
entropy,10,5,2,log2,0.7,0.6623376623376623,0.5777777777777777,0.5930769230769231,0.400279101136617,0.5350773577772391
entropy,10,10,2,log2,0.6888888888888889,0.6623376623376623,0.5777777777777777,0.5930769230769231,0.37807554802522886,0.5350773977775437
entropy,10,5,5,log2,0.5111111111111112,0.7184065934065933,0.4,0.3492676121832132,0.016076058085352608,0.5350774366654352
entropy,10,10,5,log2,0.5111111111111112,0.7184065934065933,0.4,0.3492676121832132,0.016076058085352608,0.5350774744435006
entropy,20,5,2,None,0.8666666666666666,0.8977777777777778,0.8444444444444443,0.8628551771585828,0.744190507292823,0.5350775099993269
entropy,20,10,2,None,0.8666666666666666,0.8977777777777778,0.8444444444444443,0.8628551771585828,0.744190507292823,0.535077548888512
entropy,20,5,5,None,0.888888888888889,0.9384615384615385,0.8666666666666668,0.8829640947288006,0.8058403455783832,0.5350775888888165
entropy,20,10,5,None,0.888888888888889,0.9384615384615385,0.8666666666666668,0.8829640947288006,0.8058403455783832,0.5350776277767081
entropy,20,5,2,sqrt,0.7444444444444445,0.840079365079365,0.6222222222222222,0.7016716943187531,0.5148369365600575,0.5350776666658931
entropy,20,10,2,sqrt,0.7444444444444445,0.790079365079365,0.6666666666666666,0.7197712418300654,0.4973751588950792,0.5350777033328389
entropy,20,5,5,sqrt,0.8111111111111111,0.8400000000000001,0.8222222222222222,0.8171254543007134,0.6487380375680756,0.5350777422220239
entropy,20,10,5,sqrt,0.8111111111111111,0.8400000000000001,0.8222222222222222,0.8171254543007134,0.6487380375680756,0.5350777799987958
entropy,20,5,2,log2,0.7,0.665909090909091,0.6,0.6077828054298642,0.3982790502155783,0.5350778188879809
entropy,20,10,2,log2,0.6888888888888889,0.6623376623376623,0.5777777777777777,0.5930769230769231,0.37807554802522886,0.5350778577771659
entropy,20,5,5,log2,0.5111111111111112,0.7184065934065933,0.4,0.3492676121832132,0.016076058085352608,0.5350778944441117
entropy,20,10,5,log2,0.5111111111111112,0.7184065934065933,0.4,0.3492676121832132,0.016076058085352608,0.535077929999938
entropy,30,5,2,None,0.8666666666666666,0.8977777777777778,0.8444444444444443,0.8628551771585828,0.744190507292823,0.5350779666655904
entropy,30,10,2,None,0.8666666666666666,0.8977777777777778,0.8444444444444443,0.8628551771585828,0.744190507292823,0.5350780055547754
entropy,30,5,5,None,0.888888888888889,0.9384615384615385,0.8666666666666668,0.8829640947288006,0.8058403455783832,0.5350780444439605
entropy,30,10,5,None,0.888888888888889,0.9384615384615385,0.8666666666666668,0.8829640947288006,0.8058403455783832,0.5350780822220258
entropy,30,5,2,sqrt,0.7444444444444445,0.840079365079365,0.6222222222222222,0.7016716943187531,0.5148369365600575,0.5350781577768632
entropy,30,10,2,sqrt,0.7444444444444445,0.790079365079365,0.6666666666666666,0.7197712418300654,0.4973751588950792,0.5350781977771678
entropy,30,5,5,sqrt,0.8111111111111111,0.8400000000000001,0.8222222222222222,0.8171254543007134,0.6487380375680756,0.5350782366663528
entropy,30,10,5,sqrt,0.8111111111111111,0.8400000000000001,0.8222222222222222,0.8171254543007134,0.6487380375680756,0.5350782733332987
entropy,30,5,2,log2,0.7,0.665909090909091,0.6,0.6077828054298642,0.3982790502155783,0.5350783122211902
entropy,30,10,2,log2,0.6888888888888889,0.6623376623376623,0.5777777777777777,0.5930769230769231,0.37807554802522886,0.5350783477770165
entropy,30,5,5,log2,0.5111111111111112,0.7184065934065933,0.4,0.3492676121832132,0.016076058085352608,0.5350783844439623
entropy,30,10,5,log2,0.5111111111111112,0.7184065934065933,0.4,0.3492676121832132,0.016076058085352608,0.535078418888669
