pca__n_components,knn__n_neighbors,knn__metric,knn__weights,threshold,accuracy,precision,recall,f1,mcc
150,3,cosine,uniform,0.1,0.8090744101633394,0.43626984126984125,0.6222222222222222,0.49916764132553604,0.4075485450316198
150,3,cosine,uniform,0.2,0.8090744101633394,0.43626984126984125,0.6222222222222222,0.49916764132553604,0.4075485450316198
150,3,cosine,uniform,0.30000000000000004,0.8090744101633394,0.43626984126984125,0.6222222222222222,0.49916764132553604,0.4075485450316198
150,3,cosine,uniform,0.4,0.8543254688445252,0.5233333333333333,0.24444444444444446,0.3304029304029304,0.28974624332589033
150,3,cosine,uniform,0.5,0.8543254688445252,0.5233333333333333,0.24444444444444446,0.3304029304029304,0.28974624332589033
150,3,cosine,uniform,0.6,0.8543254688445252,0.5233333333333333,0.24444444444444446,0.3304029304029304,0.28974624332589033
150,3,cosine,uniform,0.7000000000000001,0.8507562008469449,0.8,0.06666666666666667,0.11272727272727275,0.13853547671734862
150,3,cosine,uniform,0.8,0.8507562008469449,0.8,0.06666666666666667,0.11272727272727275,0.13853547671734862
150,3,cosine,uniform,0.9,0.8507562008469449,0.8,0.06666666666666667,0.11272727272727275,0.13853547671734862
150,3,cosine,distance,0.1,0.854204476709014,0.5332167832167832,0.6,0.5557575757575757,0.4769076726324527
150,3,cosine,distance,0.2,0.8646098003629763,0.5681818181818181,0.6,0.5754621848739496,0.5014079957769454
150,3,cosine,distance,0.30000000000000004,0.8681790683605566,0.5888888888888888,0.5111111111111112,0.5422222222222222,0.4708210767704112
150,3,cosine,distance,0.4,0.8820931639443435,0.740952380952381,0.37777777777777777,0.48398268398268396,0.4665198303381704
150,3,cosine,distance,0.5,0.878584392014519,0.7742857142857142,0.3333333333333333,0.4464535464535465,0.4455500397908122
150,3,cosine,distance,0.6,0.878584392014519,0.7742857142857142,0.3333333333333333,0.4464535464535465,0.4455500397908122
150,3,cosine,distance,0.7000000000000001,0.8819721718088325,0.86,0.28888888888888886,0.4233766233766234,0.4513328157534395
150,3,cosine,distance,0.8,0.8784633998790079,0.86,0.26666666666666666,0.39064935064935064,0.42497705452816736
150,3,cosine,distance,0.9,0.8784029038112522,0.9,0.2444444444444444,0.35944055944055947,0.38086325870547
150,3,euclidean,uniform,0.1,0.8090139140955838,0.42892857142857144,0.6,0.4918605465069323,0.3939483675779497
150,3,euclidean,uniform,0.2,0.8090139140955838,0.42892857142857144,0.6,0.4918605465069323,0.3939483675779497
150,3,euclidean,uniform,0.30000000000000004,0.8090139140955838,0.42892857142857144,0.6,0.4918605465069323,0.3939483675779497
150,3,euclidean,uniform,0.4,0.8543254688445252,0.5999999999999999,0.17777777777777776,0.2727272727272727,0.2696170339722582
150,3,euclidean,uniform,0.5,0.8543254688445252,0.5999999999999999,0.17777777777777776,0.2727272727272727,0.2696170339722582
150,3,euclidean,uniform,0.6,0.8543254688445252,0.5999999999999999,0.17777777777777776,0.2727272727272727,0.2696170339722582
150,3,euclidean,uniform,0.7000000000000001,0.854204476709014,1.0,0.06666666666666667,0.11272727272727275,0.14988861120647756
150,3,euclidean,uniform,0.8,0.854204476709014,1.0,0.06666666666666667,0.11272727272727275,0.14988861120647756
150,3,euclidean,uniform,0.9,0.854204476709014,1.0,0.06666666666666667,0.11272727272727275,0.14988861120647756
150,3,euclidean,distance,0.1,0.8506957047791893,0.5366666666666667,0.6,0.5503105590062111,0.4744087570192395
150,3,euclidean,distance,0.2,0.8575922565033274,0.5533333333333333,0.5777777777777777,0.5533333333333332,0.4774737083054322
150,3,euclidean,distance,0.30000000000000004,0.8749546279491833,0.65,0.5555555555555556,0.578974358974359,0.521503451009319
150,3,euclidean,distance,0.4,0.8889897156684814,0.8742857142857143,0.37777777777777777,0.5100899100899101,0.5185342432628173
150,3,euclidean,distance,0.5,0.892377495462795,0.9199999999999999,0.3555555555555555,0.4971028971028971,0.5219631354804009
150,3,euclidean,distance,0.6,0.892377495462795,0.9199999999999999,0.3555555555555555,0.4971028971028971,0.5219631354804009
150,3,euclidean,distance,0.7000000000000001,0.8818511796733212,1.0,0.2444444444444444,0.37272727272727274,0.4150376255244096
150,3,euclidean,distance,0.8,0.8818511796733212,1.0,0.2444444444444444,0.37272727272727274,0.4150376255244096
150,3,euclidean,distance,0.9,0.8818511796733212,1.0,0.2444444444444444,0.37272727272727274,0.4150376255244096
150,5,cosine,uniform,0.1,0.7084694494857834,0.30054061624649864,0.6444444444444445,0.40109838561850947,0.28273833838704443
150,5,cosine,uniform,0.2,0.7084694494857834,0.30054061624649864,0.6444444444444445,0.40109838561850947,0.28273833838704443
150,5,cosine,uniform,0.30000000000000004,0.8543254688445252,0.5406060606060605,0.37777777777777777,0.4238095238095238,0.3650462266445495
150,5,cosine,uniform,0.4,0.8543254688445252,0.5406060606060605,0.37777777777777777,0.4238095238095238,0.3650462266445495
150,5,cosine,uniform,0.5,0.8613430127041741,0.6,0.22222222222222224,0.3090909090909091,0.3009312283167659
150,5,cosine,uniform,0.6,0.8613430127041741,0.6,0.22222222222222224,0.3090909090909091,0.3009312283167659
150,5,cosine,uniform,0.7000000000000001,0.8612220205686631,1.0,0.11111111111111112,0.18545454545454548,0.23796571241658643
150,5,cosine,uniform,0.8,0.8612220205686631,1.0,0.11111111111111112,0.18545454545454548,0.23796571241658643
150,5,cosine,uniform,0.9,0.8437386569872958,1.0,0.0,0.0,0.0
150,5,cosine,distance,0.1,0.8161524500907442,0.43983516483516477,0.6,0.49951496329757195,0.4041730134453651
150,5,cosine,distance,0.2,0.8612220205686631,0.5622222222222222,0.5111111111111112,0.528187134502924,0.45290495017471794
150,5,cosine,distance,0.30000000000000004,0.8889897156684814,0.7642857142857142,0.4666666666666667,0.5539618276460382,0.5300306828179762
150,5,cosine,distance,0.4,0.8960072595281305,0.8242857142857144,0.4444444444444445,0.5543206793206793,0.5449107375627529
150,5,cosine,distance,0.5,0.8820931639443437,0.7742857142857142,0.3555555555555555,0.4662337662337663,0.46188476088379576
150,5,cosine,distance,0.6,0.8820326678765881,0.8142857142857143,0.3333333333333333,0.4552447552447553,0.4631575839529517
150,5,cosine,distance,0.7000000000000001,0.8888687235329703,1.0,0.28888888888888886,0.43580419580419577,0.4947552534348783
150,5,cosine,distance,0.8,0.8888687235329703,1.0,0.28888888888888886,0.43580419580419577,0.4947552534348783
150,5,cosine,distance,0.9,0.8713853599516032,1.0,0.17777777777777776,0.27999999999999997,0.3415125543464319
150,5,euclidean,uniform,0.1,0.7568058076225046,0.3496737318409145,0.6222222222222222,0.4436046711908781,0.32869898528455244
150,5,euclidean,uniform,0.2,0.7568058076225046,0.3496737318409145,0.6222222222222222,0.4436046711908781,0.32869898528455244
150,5,euclidean,uniform,0.30000000000000004,0.8473684210526315,0.5109523809523809,0.26666666666666666,0.3443223443223443,0.29044850392901267
150,5,euclidean,uniform,0.4,0.8473684210526315,0.5109523809523809,0.26666666666666666,0.3443223443223443,0.29044850392901267
150,5,euclidean,uniform,0.5,0.8577737447065941,0.7,0.13333333333333336,0.21636363636363637,0.2570425427595093
150,5,euclidean,uniform,0.6,0.8577737447065941,0.7,0.13333333333333336,0.21636363636363637,0.2570425427595093
150,5,euclidean,uniform,0.7000000000000001,0.8472474289171202,0.8,0.04444444444444444,0.08,0.11217971549207655
150,5,euclidean,uniform,0.8,0.8472474289171202,0.8,0.04444444444444444,0.08,0.11217971549207655
150,5,euclidean,uniform,0.9,0.8472474289171202,1.0,0.02222222222222222,0.04,0.06172133998483677
150,5,euclidean,distance,0.1,0.7985480943738658,0.4073529411764706,0.6222222222222222,0.48702564102564105,0.38631183239926703
150,5,euclidean,distance,0.2,0.8715063520871142,0.6277777777777777,0.5111111111111112,0.5486819613135403,0.4876652298370249
150,5,euclidean,distance,0.30000000000000004,0.8784633998790078,0.7214285714285713,0.4222222222222222,0.5173076923076924,0.482764036051013
150,5,euclidean,distance,0.4,0.892377495462795,0.8361904761904763,0.4222222222222222,0.5459523809523809,0.5374576728759289
150,5,euclidean,distance,0.5,0.8888687235329705,0.96,0.31111111111111106,0.4500899100899101,0.4951941913444573
150,5,euclidean,distance,0.6,0.8888687235329705,0.96,0.31111111111111106,0.4500899100899101,0.4951941913444573
150,5,euclidean,distance,0.7000000000000001,0.8783424077434967,1.0,0.22222222222222224,0.3454545454545455,0.39424851594415494
150,5,euclidean,distance,0.8,0.8783424077434967,1.0,0.22222222222222224,0.3454545454545455,0.39424851594415494
150,5,euclidean,distance,0.9,0.854204476709014,1.0,0.06666666666666667,0.11272727272727275,0.14988861120647756
150,7,cosine,uniform,0.1,0.6181488203266787,0.23833227081473923,0.6888888888888889,0.3495378151260504,0.2174385103940267
150,7,cosine,uniform,0.2,0.8298245614035087,0.4487208216619981,0.4666666666666666,0.4382263161674926,0.35360661948197375
150,7,cosine,uniform,0.30000000000000004,0.8508771929824561,0.5106060606060605,0.2888888888888889,0.3374358974358974,0.2973326836831169
150,7,cosine,uniform,0.4,0.8508771929824561,0.5106060606060605,0.2888888888888889,0.3374358974358974,0.2973326836831169
150,7,cosine,uniform,0.5,0.8681790683605566,0.8333333333333334,0.19999999999999998,0.2988344988344988,0.3168499162466366
150,7,cosine,uniform,0.6,0.8472474289171202,0.8,0.04444444444444444,0.08,0.11217971549207655
150,7,cosine,uniform,0.7000000000000001,0.8472474289171202,0.8,0.04444444444444444,0.08,0.11217971549207655
150,7,cosine,uniform,0.8,0.8472474289171202,1.0,0.02222222222222222,0.04,0.06172133998483677
150,7,cosine,uniform,0.9,0.8437386569872958,1.0,0.0,0.0,0.0
150,7,cosine,distance,0.1,0.7849969751966123,0.3836842105263158,0.6666666666666667,0.48315789473684206,0.38538841004621543
150,7,cosine,distance,0.2,0.8750151240169389,0.6392857142857143,0.5111111111111112,0.5499547511312217,0.4946860374180063
150,7,cosine,distance,0.30000000000000004,0.8854809437386569,0.7471428571428571,0.4666666666666667,0.5374033860875966,0.5142586716241195
150,7,cosine,distance,0.4,0.8891107078039926,0.780952380952381,0.4222222222222222,0.521060606060606,0.5080428979576169
150,7,cosine,distance,0.5,0.8889292196007259,0.9333333333333332,0.3333333333333333,0.46554778554778553,0.4997614023090608
150,7,cosine,distance,0.6,0.8923169993950394,1.0,0.31111111111111106,0.4588811188811189,0.512775980507689
150,7,cosine,distance,0.7000000000000001,0.8852994555353902,1.0,0.2666666666666667,0.3988811188811189,0.4656311097021624
150,7,cosine,distance,0.8,0.8748941318814276,1.0,0.19999999999999998,0.3127272727272727,0.36786831557170396
150,7,cosine,distance,0.9,0.8713853599516032,1.0,0.17777777777777776,0.27999999999999997,0.3415125543464319
150,7,euclidean,uniform,0.1,0.7082879612825166,0.305068865916692,0.6666666666666667,0.41381775056063486,0.2948267346811689
150,7,euclidean,uniform,0.2,0.8471869328493649,0.5557142857142857,0.3555555555555555,0.42294679005205327,0.35736104110363
150,7,euclidean,uniform,0.30000000000000004,0.864670296430732,0.6833333333333333,0.26666666666666666,0.37170163170163173,0.36209558415403015
150,7,euclidean,uniform,0.4,0.864670296430732,0.6833333333333333,0.26666666666666666,0.37170163170163173,0.36209558415403015
150,7,euclidean,uniform,0.5,0.8506957047791893,0.8,0.06666666666666667,0.12000000000000002,0.17399122548844526
150,7,euclidean,uniform,0.6,0.8437991530550516,0.8,0.02222222222222222,0.04,0.05036820549570782
150,7,euclidean,uniform,0.7000000000000001,0.8437991530550516,0.8,0.02222222222222222,0.04,0.05036820549570782
150,7,euclidean,uniform,0.8,0.8437386569872958,1.0,0.0,0.0,0.0
150,7,euclidean,uniform,0.9,0.8437386569872958,1.0,0.0,0.0,0.0
150,7,euclidean,distance,0.1,0.7533575317604356,0.35103668261563,0.6666666666666667,0.45412008281573496,0.3478032892963899
150,7,euclidean,distance,0.2,0.8784029038112523,0.7178571428571429,0.4444444444444445,0.5290723981900454,0.49233922374351435
150,7,euclidean,distance,0.30000000000000004,0.892377495462795,0.840952380952381,0.4222222222222222,0.5476190476190477,0.5394949860156865
150,7,euclidean,distance,0.4,0.8958257713248639,0.8800000000000001,0.39999999999999997,0.5428571428571429,0.5458696514505595
150,7,euclidean,distance,0.5,0.8817906836055656,1.0,0.2444444444444444,0.36853146853146856,0.41226924301696577
150,7,euclidean,distance,0.6,0.8783424077434967,1.0,0.22222222222222224,0.3454545454545455,0.39424851594415494
150,7,euclidean,distance,0.7000000000000001,0.8748941318814276,1.0,0.19999999999999998,0.3127272727272727,0.36786831557170396
150,7,euclidean,distance,0.8,0.8713853599516032,1.0,0.17777777777777776,0.27999999999999997,0.3415125543464319
150,7,euclidean,distance,0.9,0.8506957047791893,1.0,0.04444444444444444,0.08,0.12353284998120548
150,9,cosine,uniform,0.1,0.5451300665456744,0.21228621478621473,0.7333333333333333,0.3273025054361215,0.18085575946001628
150,9,cosine,uniform,0.2,0.7813672111312764,0.37147186147186145,0.5555555555555556,0.42545674531155475,0.3252055433997662
150,9,cosine,uniform,0.30000000000000004,0.8508166969147005,0.5409523809523809,0.3555555555555555,0.3867494824016563,0.344257212029922
150,9,cosine,uniform,0.4,0.8681790683605566,0.7333333333333333,0.24444444444444446,0.343030303030303,0.3566374502035516
150,9,cosine,uniform,0.5,0.8611615245009073,0.9,0.13333333333333336,0.22181818181818183,0.27398676804083455
150,9,cosine,uniform,0.6,0.8472474289171202,1.0,0.02222222222222222,0.04,0.06172133998483677
150,9,cosine,uniform,0.7000000000000001,0.8472474289171202,1.0,0.02222222222222222,0.04,0.06172133998483677
150,9,cosine,uniform,0.8,0.8472474289171202,1.0,0.02222222222222222,0.04,0.06172133998483677
150,9,cosine,uniform,0.9,0.8437386569872958,1.0,0.0,0.0,0.0
150,9,cosine,distance,0.1,0.7848759830611011,0.3873076923076923,0.6666666666666667,0.48678549037169727,0.38739181809836326
150,9,cosine,distance,0.2,0.8646098003629763,0.6075757575757577,0.5111111111111112,0.5274509803921569,0.46971102493197037
150,9,cosine,distance,0.30000000000000004,0.889050211736237,0.7726190476190476,0.4444444444444445,0.5364075140545729,0.5175871360033282
150,9,cosine,distance,0.4,0.8889897156684816,0.8742857142857143,0.37777777777777777,0.5025974025974026,0.5140798547755462
150,9,cosine,distance,0.5,0.8888687235329703,0.96,0.31111111111111106,0.4500899100899101,0.4951684363455497
150,9,cosine,distance,0.6,0.8853599516031458,1.0,0.26666666666666666,0.40307692307692305,0.4683994922096062
150,9,cosine,distance,0.7000000000000001,0.8748941318814276,1.0,0.19999999999999998,0.3127272727272727,0.36786831557170396
150,9,cosine,distance,0.8,0.8748941318814276,1.0,0.19999999999999998,0.3127272727272727,0.36786831557170396
150,9,cosine,distance,0.9,0.8748941318814276,1.0,0.19999999999999998,0.3127272727272727,0.36786831557170396
150,9,euclidean,uniform,0.1,0.666606170598911,0.28206837606837604,0.711111111111111,0.40099157981510924,0.27716456172802056
150,9,euclidean,uniform,0.2,0.8367816091954022,0.4834188034188035,0.48888888888888893,0.4785301935766332,0.3875879628600112
150,9,euclidean,uniform,0.30000000000000004,0.8473079249848758,0.54,0.3111111111111111,0.37998843262001164,0.3246420724561873
150,9,euclidean,uniform,0.4,0.8540834845735027,0.5333333333333333,0.13333333333333333,0.2121212121212121,0.2192308706871981
150,9,euclidean,uniform,0.5,0.8437991530550516,0.8,0.02222222222222222,0.04,0.05036820549570782
150,9,euclidean,uniform,0.6,0.8437386569872958,1.0,0.0,0.0,0.0
150,9,euclidean,uniform,0.7000000000000001,0.8437386569872958,1.0,0.0,0.0,0.0
150,9,euclidean,uniform,0.8,0.8437386569872958,1.0,0.0,0.0,0.0
150,9,euclidean,uniform,0.9,0.8437386569872958,1.0,0.0,0.0,0.0
150,9,euclidean,distance,0.1,0.75329703569268,0.3628671328671328,0.6888888888888889,0.4696329254727475,0.3642705001306171
150,9,euclidean,distance,0.2,0.8784029038112522,0.6427777777777778,0.5333333333333334,0.5741215784559437,0.5128835022099549
150,9,euclidean,distance,0.30000000000000004,0.8853599516031458,0.7809523809523808,0.4222222222222222,0.5364102564102564,0.5126915487894504
150,9,euclidean,distance,0.4,0.88173018753781,0.9333333333333332,0.2666666666666666,0.38974358974358975,0.4107636193064951
150,9,euclidean,distance,0.5,0.8748941318814276,1.0,0.19999999999999998,0.3127272727272727,0.36786831557170396
150,9,euclidean,distance,0.6,0.8713853599516032,1.0,0.17777777777777776,0.27999999999999997,0.3415125543464319
150,9,euclidean,distance,0.7000000000000001,0.8713853599516032,1.0,0.17777777777777776,0.27999999999999997,0.3415125543464319
150,9,euclidean,distance,0.8,0.8541439806412583,1.0,0.06666666666666667,0.12000000000000002,0.1853443599775742
150,9,euclidean,distance,0.9,0.8471869328493649,1.0,0.02222222222222222,0.04,0.06181150999636872
180,3,cosine,uniform,0.1,0.816152450090744,0.44718614718614713,0.6,0.4982898550724638,0.40692783159605045
180,3,cosine,uniform,0.2,0.816152450090744,0.44718614718614713,0.6,0.4982898550724638,0.40692783159605045
180,3,cosine,uniform,0.30000000000000004,0.816152450090744,0.44718614718614713,0.6,0.4982898550724638,0.40692783159605045
180,3,cosine,uniform,0.4,0.8543254688445252,0.5233333333333333,0.24444444444444446,0.3304029304029304,0.28974624332589033
180,3,cosine,uniform,0.5,0.8543254688445252,0.5233333333333333,0.24444444444444446,0.3304029304029304,0.28974624332589033
180,3,cosine,uniform,0.6,0.8543254688445252,0.5233333333333333,0.24444444444444446,0.3304029304029304,0.28974624332589033
180,3,cosine,uniform,0.7000000000000001,0.8507562008469449,0.8,0.06666666666666667,0.11272727272727275,0.13853547671734862
180,3,cosine,uniform,0.8,0.8507562008469449,0.8,0.06666666666666667,0.11272727272727275,0.13853547671734862
180,3,cosine,uniform,0.9,0.8507562008469449,0.8,0.06666666666666667,0.11272727272727275,0.13853547671734862
180,3,cosine,distance,0.1,0.8577737447065941,0.5490909090909091,0.5777777777777777,0.5520300751879699,0.4756797721386187
180,3,cosine,distance,0.2,0.8681790683605566,0.5842424242424242,0.5777777777777777,0.5716791979949873,0.5003727960855964
180,3,cosine,distance,0.30000000000000004,0.8786448880822746,0.6422222222222222,0.5111111111111112,0.5636227824463117,0.50238149669865
180,3,cosine,distance,0.4,0.8856019358741681,0.7742857142857142,0.37777777777777777,0.49350649350649356,0.4826738704640504
180,3,cosine,distance,0.5,0.878584392014519,0.7742857142857142,0.3333333333333333,0.4464535464535465,0.4455500397908122
180,3,cosine,distance,0.6,0.878584392014519,0.7742857142857142,0.3333333333333333,0.4464535464535465,0.4455500397908122
180,3,cosine,distance,0.7000000000000001,0.8819721718088325,0.86,0.28888888888888886,0.4233766233766234,0.4513328157534395
180,3,cosine,distance,0.8,0.8784633998790079,0.86,0.26666666666666666,0.39064935064935064,0.42497705452816736
180,3,cosine,distance,0.9,0.8784029038112522,0.9,0.2444444444444444,0.35944055944055947,0.38086325870547
180,3,euclidean,uniform,0.1,0.819479733817302,0.44642857142857145,0.6,0.5055996769417149,0.41013978269527585
180,3,euclidean,uniform,0.2,0.819479733817302,0.44642857142857145,0.6,0.5055996769417149,0.41013978269527585
180,3,euclidean,uniform,0.30000000000000004,0.819479733817302,0.44642857142857145,0.6,0.5055996769417149,0.41013978269527585
180,3,euclidean,uniform,0.4,0.8508771929824561,0.5,0.17777777777777776,0.2573426573426573,0.23423136232603978
180,3,euclidean,uniform,0.5,0.8508771929824561,0.5,0.17777777777777776,0.2573426573426573,0.23423136232603978
180,3,euclidean,uniform,0.6,0.8508771929824561,0.5,0.17777777777777776,0.2573426573426573,0.23423136232603978
180,3,euclidean,uniform,0.7000000000000001,0.8612220205686631,1.0,0.11111111111111112,0.18545454545454548,0.23796571241658643
180,3,euclidean,uniform,0.8,0.8612220205686631,1.0,0.11111111111111112,0.18545454545454548,0.23796571241658643
180,3,euclidean,uniform,0.9,0.8612220205686631,1.0,0.11111111111111112,0.18545454545454548,0.23796571241658643
180,3,euclidean,distance,0.1,0.854204476709014,0.5443589743589744,0.6,0.5558441558441557,0.48080159295806224
180,3,euclidean,distance,0.2,0.8645493042952207,0.5733333333333334,0.5777777777777777,0.5653634085213033,0.49238355208973844
180,3,euclidean,distance,0.30000000000000004,0.8853599516031458,0.6866666666666668,0.5555555555555556,0.598396443597682,0.5466842994421705
180,3,euclidean,distance,0.4,0.8820326678765881,0.8242857142857142,0.3555555555555555,0.47932067932067934,0.4808762887520131
180,3,euclidean,distance,0.5,0.8889292196007259,0.8699999999999999,0.3555555555555555,0.49360639360639363,0.5050942905498512
180,3,euclidean,distance,0.6,0.8889292196007259,0.8699999999999999,0.3555555555555555,0.49360639360639363,0.5050942905498512
180,3,euclidean,distance,0.7000000000000001,0.8888687235329703,1.0,0.28888888888888886,0.4454545454545455,0.5031147267345184
180,3,euclidean,distance,0.8,0.8888687235329703,1.0,0.28888888888888886,0.4454545454545455,0.5031147267345184
180,3,euclidean,distance,0.9,0.8888687235329703,1.0,0.28888888888888886,0.4454545454545455,0.5031147267345184
180,5,cosine,uniform,0.1,0.7256503327283725,0.31780640412219363,0.6444444444444445,0.4163376182391462,0.30309543059026045
180,5,cosine,uniform,0.2,0.7256503327283725,0.31780640412219363,0.6444444444444445,0.4163376182391462,0.30309543059026045
180,5,cosine,uniform,0.30000000000000004,0.8612825166364185,0.5733333333333334,0.4,0.45403508771929835,0.3970285577431441
180,5,cosine,uniform,0.4,0.8612825166364185,0.5733333333333334,0.4,0.45403508771929835,0.3970285577431441
180,5,cosine,uniform,0.5,0.8612825166364185,0.6428571428571429,0.22222222222222224,0.3068181818181818,0.31025142961326463
180,5,cosine,uniform,0.6,0.8612825166364185,0.6428571428571429,0.22222222222222224,0.3068181818181818,0.31025142961326463
180,5,cosine,uniform,0.7000000000000001,0.8612220205686631,1.0,0.11111111111111112,0.18545454545454548,0.23796571241658643
180,5,cosine,uniform,0.8,0.8612220205686631,1.0,0.11111111111111112,0.18545454545454548,0.23796571241658643
180,5,cosine,uniform,0.9,0.8437386569872958,1.0,0.0,0.0,0.0
