alpha,fold,threshold,accuracy,precision,recall,f1
0.001,1,0.1,0.8666666666666667,0.6,0.3333333333333333,0.42857142857142855
0.001,1,0.2,0.8666666666666667,0.6,0.3333333333333333,0.42857142857142855
0.001,1,0.30000000000000004,0.8666666666666667,0.6,0.3333333333333333,0.42857142857142855
0.001,1,0.4,0.8666666666666667,0.6,0.3333333333333333,0.42857142857142855
0.001,1,0.5,0.8666666666666667,0.6,0.3333333333333333,0.42857142857142855
0.001,1,0.6,0.8666666666666667,0.6,0.3333333333333333,0.42857142857142855
0.001,1,0.7000000000000001,0.8666666666666667,0.6,0.3333333333333333,0.42857142857142855
0.001,1,0.8,0.8666666666666667,0.6,0.3333333333333333,0.42857142857142855
0.001,1,0.9,0.8666666666666667,0.6,0.3333333333333333,0.42857142857142855
0.001,2,0.1,0.9,0.7142857142857143,0.5555555555555556,0.625
0.001,2,0.2,0.9,0.7142857142857143,0.5555555555555556,0.625
0.001,2,0.30000000000000004,0.9,0.7142857142857143,0.5555555555555556,0.625
0.001,2,0.4,0.9,0.7142857142857143,0.5555555555555556,0.625
0.001,2,0.5,0.9,0.7142857142857143,0.5555555555555556,0.625
0.001,2,0.6,0.9,0.7142857142857143,0.5555555555555556,0.625
0.001,2,0.7000000000000001,0.9,0.7142857142857143,0.5555555555555556,0.625
0.001,2,0.8,0.9,0.7142857142857143,0.5555555555555556,0.625
0.001,2,0.9,0.8833333333333333,0.6666666666666666,0.4444444444444444,0.5333333333333333
0.001,3,0.1,0.9666666666666667,0.8888888888888888,0.8888888888888888,0.8888888888888888
0.001,3,0.2,0.9666666666666667,0.8888888888888888,0.8888888888888888,0.8888888888888888
0.001,3,0.30000000000000004,0.9666666666666667,0.8888888888888888,0.8888888888888888,0.8888888888888888
0.001,3,0.4,0.9666666666666667,0.8888888888888888,0.8888888888888888,0.8888888888888888
0.001,3,0.5,0.9666666666666667,0.8888888888888888,0.8888888888888888,0.8888888888888888
0.001,3,0.6,0.9666666666666667,0.8888888888888888,0.8888888888888888,0.8888888888888888
0.001,3,0.7000000000000001,0.9666666666666667,0.8888888888888888,0.8888888888888888,0.8888888888888888
0.001,3,0.8,0.9666666666666667,0.8888888888888888,0.8888888888888888,0.8888888888888888
0.001,3,0.9,0.9666666666666667,0.8888888888888888,0.8888888888888888,0.8888888888888888
0.001,4,0.1,0.9666666666666667,0.8888888888888888,0.8888888888888888,0.8888888888888888
0.001,4,0.2,0.9666666666666667,0.8888888888888888,0.8888888888888888,0.8888888888888888
0.001,4,0.30000000000000004,0.9666666666666667,0.8888888888888888,0.8888888888888888,0.8888888888888888
0.001,4,0.4,0.9666666666666667,0.8888888888888888,0.8888888888888888,0.8888888888888888
0.001,4,0.5,0.9666666666666667,0.8888888888888888,0.8888888888888888,0.8888888888888888
0.001,4,0.6,0.9666666666666667,0.8888888888888888,0.8888888888888888,0.8888888888888888
0.001,4,0.7000000000000001,0.9666666666666667,0.8888888888888888,0.8888888888888888,0.8888888888888888
0.001,4,0.8,0.9666666666666667,0.8888888888888888,0.8888888888888888,0.8888888888888888
0.001,4,0.9,0.9666666666666667,0.8888888888888888,0.8888888888888888,0.8888888888888888
0.001,5,0.1,0.8983050847457628,0.6666666666666666,0.6666666666666666,0.6666666666666666
0.001,5,0.2,0.8983050847457628,0.6666666666666666,0.6666666666666666,0.6666666666666666
0.001,5,0.30000000000000004,0.8983050847457628,0.6666666666666666,0.6666666666666666,0.6666666666666666
0.001,5,0.4,0.8983050847457628,0.6666666666666666,0.6666666666666666,0.6666666666666666
0.001,5,0.5,0.8983050847457628,0.6666666666666666,0.6666666666666666,0.6666666666666666
0.001,5,0.6,0.8983050847457628,0.6666666666666666,0.6666666666666666,0.6666666666666666
0.001,5,0.7000000000000001,0.8983050847457628,0.6666666666666666,0.6666666666666666,0.6666666666666666
0.001,5,0.8,0.8983050847457628,0.6666666666666666,0.6666666666666666,0.6666666666666666
0.001,5,0.9,0.8983050847457628,0.6666666666666666,0.6666666666666666,0.6666666666666666
0.01,1,0.1,0.8833333333333333,0.6666666666666666,0.4444444444444444,0.5333333333333333
0.01,1,0.2,0.8833333333333333,0.6666666666666666,0.4444444444444444,0.5333333333333333
0.01,1,0.30000000000000004,0.8833333333333333,0.6666666666666666,0.4444444444444444,0.5333333333333333
0.01,1,0.4,0.8833333333333333,0.6666666666666666,0.4444444444444444,0.5333333333333333
0.01,1,0.5,0.8833333333333333,0.6666666666666666,0.4444444444444444,0.5333333333333333
0.01,1,0.6,0.8833333333333333,0.6666666666666666,0.4444444444444444,0.5333333333333333
0.01,1,0.7000000000000001,0.8833333333333333,0.6666666666666666,0.4444444444444444,0.5333333333333333
0.01,1,0.8,0.8833333333333333,0.6666666666666666,0.4444444444444444,0.5333333333333333
0.01,1,0.9,0.8833333333333333,0.6666666666666666,0.4444444444444444,0.5333333333333333
0.01,2,0.1,0.8833333333333333,0.6666666666666666,0.4444444444444444,0.5333333333333333
0.01,2,0.2,0.8833333333333333,0.6666666666666666,0.4444444444444444,0.5333333333333333
0.01,2,0.30000000000000004,0.8833333333333333,0.6666666666666666,0.4444444444444444,0.5333333333333333
0.01,2,0.4,0.8833333333333333,0.6666666666666666,0.4444444444444444,0.5333333333333333
0.01,2,0.5,0.8833333333333333,0.6666666666666666,0.4444444444444444,0.5333333333333333
0.01,2,0.6,0.8833333333333333,0.6666666666666666,0.4444444444444444,0.5333333333333333
0.01,2,0.7000000000000001,0.8833333333333333,0.6666666666666666,0.4444444444444444,0.5333333333333333
0.01,2,0.8,0.8833333333333333,0.6666666666666666,0.4444444444444444,0.5333333333333333
0.01,2,0.9,0.8833333333333333,0.6666666666666666,0.4444444444444444,0.5333333333333333
0.01,3,0.1,0.9666666666666667,0.8888888888888888,0.8888888888888888,0.8888888888888888
0.01,3,0.2,0.9666666666666667,0.8888888888888888,0.8888888888888888,0.8888888888888888
0.01,3,0.30000000000000004,0.9666666666666667,0.8888888888888888,0.8888888888888888,0.8888888888888888
0.01,3,0.4,0.9666666666666667,0.8888888888888888,0.8888888888888888,0.8888888888888888
0.01,3,0.5,0.9666666666666667,0.8888888888888888,0.8888888888888888,0.8888888888888888
0.01,3,0.6,0.9666666666666667,0.8888888888888888,0.8888888888888888,0.8888888888888888
0.01,3,0.7000000000000001,0.9666666666666667,0.8888888888888888,0.8888888888888888,0.8888888888888888
0.01,3,0.8,0.9666666666666667,0.8888888888888888,0.8888888888888888,0.8888888888888888
0.01,3,0.9,0.9666666666666667,0.8888888888888888,0.8888888888888888,0.8888888888888888
0.01,4,0.1,0.9666666666666667,0.8888888888888888,0.8888888888888888,0.8888888888888888
0.01,4,0.2,0.9666666666666667,0.8888888888888888,0.8888888888888888,0.8888888888888888
0.01,4,0.30000000000000004,0.9666666666666667,0.8888888888888888,0.8888888888888888,0.8888888888888888
0.01,4,0.4,0.9666666666666667,0.8888888888888888,0.8888888888888888,0.8888888888888888
0.01,4,0.5,0.9666666666666667,0.8888888888888888,0.8888888888888888,0.8888888888888888
0.01,4,0.6,0.9666666666666667,0.8888888888888888,0.8888888888888888,0.8888888888888888
0.01,4,0.7000000000000001,0.9666666666666667,0.8888888888888888,0.8888888888888888,0.8888888888888888
0.01,4,0.8,0.9666666666666667,0.8888888888888888,0.8888888888888888,0.8888888888888888
0.01,4,0.9,0.9666666666666667,0.8888888888888888,0.8888888888888888,0.8888888888888888
0.01,5,0.1,0.864406779661017,0.5454545454545454,0.6666666666666666,0.6
0.01,5,0.2,0.864406779661017,0.5454545454545454,0.6666666666666666,0.6
0.01,5,0.30000000000000004,0.864406779661017,0.5454545454545454,0.6666666666666666,0.6
0.01,5,0.4,0.864406779661017,0.5454545454545454,0.6666666666666666,0.6
0.01,5,0.5,0.864406779661017,0.5454545454545454,0.6666666666666666,0.6
0.01,5,0.6,0.864406779661017,0.5454545454545454,0.6666666666666666,0.6
0.01,5,0.7000000000000001,0.864406779661017,0.5454545454545454,0.6666666666666666,0.6
0.01,5,0.8,0.8813559322033898,0.6,0.6666666666666666,0.631578947368421
0.01,5,0.9,0.8813559322033898,0.6,0.6666666666666666,0.631578947368421
0.1,1,0.1,0.85,0.5,0.4444444444444444,0.47058823529411764
0.1,1,0.2,0.85,0.5,0.4444444444444444,0.47058823529411764
0.1,1,0.30000000000000004,0.85,0.5,0.4444444444444444,0.47058823529411764
0.1,1,0.4,0.85,0.5,0.4444444444444444,0.47058823529411764
0.1,1,0.5,0.85,0.5,0.4444444444444444,0.47058823529411764
0.1,1,0.6,0.85,0.5,0.4444444444444444,0.47058823529411764
0.1,1,0.7000000000000001,0.85,0.5,0.4444444444444444,0.47058823529411764
0.1,1,0.8,0.85,0.5,0.4444444444444444,0.47058823529411764
0.1,1,0.9,0.85,0.5,0.4444444444444444,0.47058823529411764
0.1,2,0.1,0.85,0.5,0.4444444444444444,0.47058823529411764
0.1,2,0.2,0.85,0.5,0.4444444444444444,0.47058823529411764
0.1,2,0.30000000000000004,0.85,0.5,0.4444444444444444,0.47058823529411764
0.1,2,0.4,0.85,0.5,0.4444444444444444,0.47058823529411764
0.1,2,0.5,0.85,0.5,0.4444444444444444,0.47058823529411764
0.1,2,0.6,0.85,0.5,0.4444444444444444,0.47058823529411764
0.1,2,0.7000000000000001,0.85,0.5,0.4444444444444444,0.47058823529411764
0.1,2,0.8,0.85,0.5,0.4444444444444444,0.47058823529411764
0.1,2,0.9,0.85,0.5,0.4444444444444444,0.47058823529411764
0.1,3,0.1,0.95,0.875,0.7777777777777778,0.8235294117647058
0.1,3,0.2,0.95,0.875,0.7777777777777778,0.8235294117647058
0.1,3,0.30000000000000004,0.95,0.875,0.7777777777777778,0.8235294117647058
0.1,3,0.4,0.95,0.875,0.7777777777777778,0.8235294117647058
0.1,3,0.5,0.95,0.875,0.7777777777777778,0.8235294117647058
0.1,3,0.6,0.95,0.875,0.7777777777777778,0.8235294117647058
0.1,3,0.7000000000000001,0.95,0.875,0.7777777777777778,0.8235294117647058
0.1,3,0.8,0.95,0.875,0.7777777777777778,0.8235294117647058
0.1,3,0.9,0.95,0.875,0.7777777777777778,0.8235294117647058
0.1,4,0.1,0.95,0.8,0.8888888888888888,0.8421052631578947
0.1,4,0.2,0.95,0.8,0.8888888888888888,0.8421052631578947
0.1,4,0.30000000000000004,0.95,0.8,0.8888888888888888,0.8421052631578947
0.1,4,0.4,0.9666666666666667,0.8888888888888888,0.8888888888888888,0.8888888888888888
0.1,4,0.5,0.9666666666666667,0.8888888888888888,0.8888888888888888,0.8888888888888888
0.1,4,0.6,0.9666666666666667,0.8888888888888888,0.8888888888888888,0.8888888888888888
0.1,4,0.7000000000000001,0.9666666666666667,0.8888888888888888,0.8888888888888888,0.8888888888888888
0.1,4,0.8,0.9666666666666667,0.8888888888888888,0.8888888888888888,0.8888888888888888
0.1,4,0.9,0.9666666666666667,0.8888888888888888,0.8888888888888888,0.8888888888888888
0.1,5,0.1,0.847457627118644,0.5,0.6666666666666666,0.5714285714285714
0.1,5,0.2,0.847457627118644,0.5,0.6666666666666666,0.5714285714285714
0.1,5,0.30000000000000004,0.847457627118644,0.5,0.6666666666666666,0.5714285714285714
0.1,5,0.4,0.847457627118644,0.5,0.6666666666666666,0.5714285714285714
0.1,5,0.5,0.847457627118644,0.5,0.6666666666666666,0.5714285714285714
0.1,5,0.6,0.847457627118644,0.5,0.6666666666666666,0.5714285714285714
0.1,5,0.7000000000000001,0.847457627118644,0.5,0.6666666666666666,0.5714285714285714
0.1,5,0.8,0.864406779661017,0.5454545454545454,0.6666666666666666,0.6
0.1,5,0.9,0.864406779661017,0.5454545454545454,0.6666666666666666,0.6
1.0,1,0.1,0.8833333333333333,0.6666666666666666,0.4444444444444444,0.5333333333333333
1.0,1,0.2,0.8833333333333333,0.6666666666666666,0.4444444444444444,0.5333333333333333
1.0,1,0.30000000000000004,0.8833333333333333,0.6666666666666666,0.4444444444444444,0.5333333333333333
1.0,1,0.4,0.8833333333333333,0.6666666666666666,0.4444444444444444,0.5333333333333333
1.0,1,0.5,0.8833333333333333,0.6666666666666666,0.4444444444444444,0.5333333333333333
1.0,1,0.6,0.8833333333333333,0.6666666666666666,0.4444444444444444,0.5333333333333333
1.0,1,0.7000000000000001,0.8833333333333333,0.6666666666666666,0.4444444444444444,0.5333333333333333
1.0,1,0.8,0.8833333333333333,0.6666666666666666,0.4444444444444444,0.5333333333333333
1.0,1,0.9,0.8833333333333333,0.6666666666666666,0.4444444444444444,0.5333333333333333
1.0,2,0.1,0.85,0.5,0.4444444444444444,0.47058823529411764
1.0,2,0.2,0.85,0.5,0.4444444444444444,0.47058823529411764
1.0,2,0.30000000000000004,0.85,0.5,0.4444444444444444,0.47058823529411764
1.0,2,0.4,0.85,0.5,0.4444444444444444,0.47058823529411764
1.0,2,0.5,0.85,0.5,0.4444444444444444,0.47058823529411764
1.0,2,0.6,0.85,0.5,0.4444444444444444,0.47058823529411764
1.0,2,0.7000000000000001,0.85,0.5,0.4444444444444444,0.47058823529411764
1.0,2,0.8,0.85,0.5,0.4444444444444444,0.47058823529411764
1.0,2,0.9,0.85,0.5,0.4444444444444444,0.47058823529411764
1.0,3,0.1,0.95,0.875,0.7777777777777778,0.8235294117647058
1.0,3,0.2,0.95,0.875,0.7777777777777778,0.8235294117647058
1.0,3,0.30000000000000004,0.95,0.875,0.7777777777777778,0.8235294117647058
1.0,3,0.4,0.95,0.875,0.7777777777777778,0.8235294117647058
1.0,3,0.5,0.95,0.875,0.7777777777777778,0.8235294117647058
1.0,3,0.6,0.95,0.875,0.7777777777777778,0.8235294117647058
1.0,3,0.7000000000000001,0.95,0.875,0.7777777777777778,0.8235294117647058
1.0,3,0.8,0.95,0.875,0.7777777777777778,0.8235294117647058
1.0,3,0.9,0.95,0.875,0.7777777777777778,0.8235294117647058
1.0,4,0.1,0.95,0.8,0.8888888888888888,0.8421052631578947
1.0,4,0.2,0.95,0.8,0.8888888888888888,0.8421052631578947
1.0,4,0.30000000000000004,0.95,0.8,0.8888888888888888,0.8421052631578947
1.0,4,0.4,0.95,0.8,0.8888888888888888,0.8421052631578947
1.0,4,0.5,0.95,0.8,0.8888888888888888,0.8421052631578947
1.0,4,0.6,0.95,0.8,0.8888888888888888,0.8421052631578947
1.0,4,0.7000000000000001,0.95,0.8,0.8888888888888888,0.8421052631578947
1.0,4,0.8,0.95,0.8,0.8888888888888888,0.8421052631578947
1.0,4,0.9,0.95,0.8,0.8888888888888888,0.8421052631578947
1.0,5,0.1,0.8813559322033898,0.6,0.6666666666666666,0.631578947368421
1.0,5,0.2,0.8983050847457628,0.6666666666666666,0.6666666666666666,0.6666666666666666
1.0,5,0.30000000000000004,0.8983050847457628,0.6666666666666666,0.6666666666666666,0.6666666666666666
1.0,5,0.4,0.8983050847457628,0.6666666666666666,0.6666666666666666,0.6666666666666666
1.0,5,0.5,0.8983050847457628,0.6666666666666666,0.6666666666666666,0.6666666666666666
1.0,5,0.6,0.8983050847457628,0.6666666666666666,0.6666666666666666,0.6666666666666666
1.0,5,0.7000000000000001,0.8983050847457628,0.6666666666666666,0.6666666666666666,0.6666666666666666
1.0,5,0.8,0.8983050847457628,0.6666666666666666,0.6666666666666666,0.6666666666666666
1.0,5,0.9,0.8983050847457628,0.6666666666666666,0.6666666666666666,0.6666666666666666
10.0,1,0.1,0.8833333333333333,1.0,0.2222222222222222,0.36363636363636365
10.0,1,0.2,0.8833333333333333,1.0,0.2222222222222222,0.36363636363636365
10.0,1,0.30000000000000004,0.8833333333333333,1.0,0.2222222222222222,0.36363636363636365
10.0,1,0.4,0.8833333333333333,1.0,0.2222222222222222,0.36363636363636365
10.0,1,0.5,0.8833333333333333,1.0,0.2222222222222222,0.36363636363636365
10.0,1,0.6,0.8833333333333333,1.0,0.2222222222222222,0.36363636363636365
10.0,1,0.7000000000000001,0.8833333333333333,1.0,0.2222222222222222,0.36363636363636365
10.0,1,0.8,0.8833333333333333,1.0,0.2222222222222222,0.36363636363636365
10.0,1,0.9,0.8833333333333333,1.0,0.2222222222222222,0.36363636363636365
10.0,2,0.1,0.8833333333333333,0.75,0.3333333333333333,0.46153846153846156
10.0,2,0.2,0.8833333333333333,0.75,0.3333333333333333,0.46153846153846156
10.0,2,0.30000000000000004,0.8833333333333333,0.75,0.3333333333333333,0.46153846153846156
10.0,2,0.4,0.8833333333333333,0.75,0.3333333333333333,0.46153846153846156
10.0,2,0.5,0.8833333333333333,0.75,0.3333333333333333,0.46153846153846156
10.0,2,0.6,0.8833333333333333,0.75,0.3333333333333333,0.46153846153846156
10.0,2,0.7000000000000001,0.8833333333333333,0.75,0.3333333333333333,0.46153846153846156
10.0,2,0.8,0.8833333333333333,0.75,0.3333333333333333,0.46153846153846156
10.0,2,0.9,0.8833333333333333,0.75,0.3333333333333333,0.46153846153846156
10.0,3,0.1,0.9,1.0,0.3333333333333333,0.5
10.0,3,0.2,0.9,1.0,0.3333333333333333,0.5
10.0,3,0.30000000000000004,0.9,1.0,0.3333333333333333,0.5
10.0,3,0.4,0.9,1.0,0.3333333333333333,0.5
10.0,3,0.5,0.9,1.0,0.3333333333333333,0.5
10.0,3,0.6,0.9,1.0,0.3333333333333333,0.5
10.0,3,0.7000000000000001,0.9,1.0,0.3333333333333333,0.5
10.0,3,0.8,0.9,1.0,0.3333333333333333,0.5
10.0,3,0.9,0.9,1.0,0.3333333333333333,0.5
10.0,4,0.1,0.9333333333333333,1.0,0.5555555555555556,0.7142857142857143
10.0,4,0.2,0.9333333333333333,1.0,0.5555555555555556,0.7142857142857143
10.0,4,0.30000000000000004,0.9333333333333333,1.0,0.5555555555555556,0.7142857142857143
10.0,4,0.4,0.9333333333333333,1.0,0.5555555555555556,0.7142857142857143
10.0,4,0.5,0.9333333333333333,1.0,0.5555555555555556,0.7142857142857143
10.0,4,0.6,0.9333333333333333,1.0,0.5555555555555556,0.7142857142857143
10.0,4,0.7000000000000001,0.9333333333333333,1.0,0.5555555555555556,0.7142857142857143
10.0,4,0.8,0.9333333333333333,1.0,0.5555555555555556,0.7142857142857143
10.0,4,0.9,0.9333333333333333,1.0,0.5555555555555556,0.7142857142857143
10.0,5,0.1,0.8983050847457628,1.0,0.3333333333333333,0.5
10.0,5,0.2,0.8983050847457628,1.0,0.3333333333333333,0.5
10.0,5,0.30000000000000004,0.8983050847457628,1.0,0.3333333333333333,0.5
10.0,5,0.4,0.8983050847457628,1.0,0.3333333333333333,0.5
10.0,5,0.5,0.8983050847457628,1.0,0.3333333333333333,0.5
10.0,5,0.6,0.8983050847457628,1.0,0.3333333333333333,0.5
10.0,5,0.7000000000000001,0.8983050847457628,1.0,0.3333333333333333,0.5
10.0,5,0.8,0.8983050847457628,1.0,0.3333333333333333,0.5
10.0,5,0.9,0.8983050847457628,1.0,0.3333333333333333,0.5
